hls_id,url,title,gender,starttimerange,endtimerange,timeprecision,vorname,nachname,gbdatum,tddatum,heiratsdatum,heiratspartner,text
11629,https://hls-dhs-dss.ch/de/articles/011629/,"Bürkli, Johannes",Männlich,1701–1750,1801–1850,,Johannes,Bürkli,1745-10-26,1804-09-05,1768,Ursula Schulthess," Autorin/Autor: Michael Gamper 26.10.1745 Zürich, 5.9.1804 Zürich, ref., von Zürich. Sohn des Salomon, Zunftmeisters zu Widder. 1768 Ursula Schulthess. 1773-80 Stadtrichter, 1783-98 Zunftmeister (Baptistalrat) und Angehöriger des Kl. Rats von Zürich, 1783-84 Obervogt von Rümlang, 1784-94 Obervogt von Erlenbach. Während des Umsturzes von 1798 nach Bern geflüchtet, danach philanthrop. Engagement zur Milderung des materiellen Elends, v.a. in Zusammenarbeit mit der von Hans Caspar Hirzel (1751-1817) gegr. Zürcher. Hülfsgesellschaft. Daneben zahlreiche literar. Publikationen versch. Inhalts in Prosa und Lyrik, Schüler Johann Jakob Bodmers (1698-1783)."
11575,https://hls-dhs-dss.ch/de/articles/011575/,"Bodmer, Johann Jakob",Männlich,1651–1700,1751–1800,,Johann Jakob,Bodmer,1698-07-19,1783-01-02,​,"Esther Orell, Tochter des Felix Orell zum Spiegel, Seidenfabrikanten","     Johann Jakob Bodmer im Gespräch mit Johann Heinrich Füssli (links). Öl auf Leinwand von Johann Heinrich Füssli, um 1779 (Kunsthaus Zürich). Autorin/Autor: Michael Böhler 19.7.1698 Greifensee, 2.1.1783 Gut Schönenberg bei Zürich, ref., von Zürich. Sohn des Hans Jakob, Pfarrers in Greifensee, und der Esther geb. Orell. ​Esther Orell, Tochter des Felix Orell zum Spiegel, Seidenfabrikanten. Vom Vater zur geistl. Laufbahn bestimmt, besuchte B. vorerst die Lateinschule und das Collegium Carolinum in Zürich, wandte sich dann jedoch 1718 dem Kaufmannsberuf zu und sammelte in Genf, Lyon und Lugano Kenntnisse im Seidenhandel. Wie schon während der theol. Ausbildung standen aber auch da seine literar. und hist. Interessen im Vordergrund, indem er sich v.a. mit franz., engl. und ital. Literatur vertraut machte. Nach seiner Rückkehr arbeitete er erst in der Zürcher Staatskanzlei, ab 1725 als Verweser am Carolinum. 1731 wurde er auf den Lehrstuhl für Helvet. Geschichte daselbst berufen, ein Amt, das er bis 1775 versah. Ausdruck seiner reformer. Bemühungen um eine Öffnung der noch stark vom orthodoxen Protestantismus geprägten Kultur Zürichs war u.a. die Gründung der Verlagsbuchhandlung Orell & Compagnie (1734, gemeinsam mit seinem Neffen Konrad Orell und dem Landschreiber Konrad von Wyss) wie auch sein Einsitz in den Gr. Rat von 1737, wo freilich sein polit. Wirken begrenzt blieb. Bereits um 1720 begann die langjährige Zusammenarbeit mit Johann Jakob Breitinger. Nach dem Muster von Joseph Addisons moral. Wochenzeitschrift ""The Spectator"" gaben die beiden die ""Die Discourse der Mahlern"" (1721-23) heraus (1746 fortgeführt in ""Der Mahler der Sitten""), gründeten 1720 die Gesellschaft der Mahler, 1727 die Helvet. bzw. Hist. Gesellschaft und entwickelten in den 1730er und 40er Jahren ein ästhet. und literar. Kunstprogramm, das sie weit über die Grenzen der Schweiz hinaus bekannt machte und Zürich zu einem Zentrum der literar. und kunsttheoret. Entwicklung deutschsprachiger Kultur im 18. Jh. werden liess. In ihren theoret. Schriften stellten sie sich in einen streitbaren Gegensatz zur Leipziger Schule Johann Christoph Gottscheds und wiesen mit ihrem Plädoyer für eine erweiterte Geltung der Einbildungskraft, des Wunderbaren und der Phantasie in der Literatur neue Wege. Dabei war es v.a. B., der die literar. und künstler. Talente nicht nur Zürichs, sondern Deutschlands an sich zog, so dass von 1750 bis in die 1770er Jahre sein Haus zum Oberen Schönenberg zum Sammelpunkt des geistigen Lebens wurde, wo neben vielen anderen Friedrich Gottlieb Klopstock, Christoph Martin Wieland, Ewald von Kleist, Johann Wolfgang von Goethe, Johann Heinrich Tischbein der Ältere und Wilhelm Heinse zu Gast waren. Neben seinem weltoffenen, unermüdlich regsamen Wirken als Anreger und Förderer war es B.s Tätigkeit als Vermittler, sei es durch die Übersetzung fremdsprachiger Literatur, u.a. John Miltons und Homers, sei es durch die Herausgabe vergessener ma. Texte, so v.a. der Manessischen Handschrift und von Teilen des Nibelungenlieds, aber auch etwa von Martin Opitz, was ihn zu einer der herausragenden Gestalten des 18. Jh. in der Schweiz machte. Wenig Wertschätzung haben dagegen seine zahlreichen dramat. und epischen Dichtungen gefunden."
11576,https://hls-dhs-dss.ch/de/articles/011576/,"Bodmer, Johann Jakob",Männlich,1601–1650,1651–1700,,Johann Jakob,Bodmer,1617-03-09,1676-05-26,,," Autorin/Autor: Karin Marti-Weissenbach 9.3.1617 Zürich, 26.5.1676 Zürich, ref., von Zürich. Sohn des Johann Jakob, Goldschmieds. B. übernahm um 1640 zusammen mit seinem Bruder Johann Heinrich die 1626 in den Besitz des Vaters gelangte Froschauer'sche Druckerei. Dort wurde die, noch unter deren früherem Besitzer Johannes Wolf entstandene, vermutlich erste Zürcher Wochenzeitung unter versch. Namen (z.B. ""Ordinari-Wochenzeitung"") bis 1677 gedruckt. 1669 erschienen ""Wohlriechende Geistliche Violblumen"", Gedichte geistl. und welt. Inhalts im Stil von Martin Opitz, die B. in der ""Zuschrift"" als seine eigenen zu erkennen gab."
11638,https://hls-dhs-dss.ch/de/articles/011638/,"Goethe, Johann Wolfgang von",Männlich,1701–1750,1801–1850,,Johann Wolfgang von,Goethe,1749-08-28,1832-03-22,1806,Christiane Vulpius," Autorin/Autor: Rosmarie Zeller 28.8.1749 Frankfurt am Main, 22.3.1832 Weimar. 1806 Christiane Vulpius. G. besuchte die Schweiz dreimal. 1775 reiste er in Begleitung der Brüder Christian und Friedrich Leopold Stolberg von Schaffhausen über Zürich an den Vierwaldstättersee bis auf den Gotthardpass. In der Innerschweiz besuchte er die Stätten Wilhelm Tells. Anschliessend hielt er sich in Zürich auf, wo er bei Johann Kaspar Lavater wohnte. Dieser brachte ihn mit den kulturell bedeutenden Persönlichkeiten Zürichs wie Johann Jakob Bodmer, Johann Jakob Breitinger, Salomon Gessner und dem Musterbauern Jakob Gujer (Kleinjogg) zusammen. Die zweite Reise fand 1779 in Begleitung von Hzg. Karl August von Weimar statt, sie führte diesmal auch ins Berner Oberland sowie nach Lausanne und Genf. Wiederum schloss sie einen längeren Aufenthalt in Zürich bei Lavater ein. Dazu publizierte G. erst 1796 die “Briefe auf einer Reise nach dem Gotthard”. 1797 unternahm G. die dritte Reise, welche ihn erneut in die Innerschweiz (Tell-Stätten) und auf den Gotthard führte, diesmal mit starkem mineralog. Interesse. Er dachte jetzt an eine epische Bearbeitung der Tellengeschichte. Längere Zeit verbrachte er in Stäfa beim Kunstmaler Johann Heinrich Meyer. Literarisch schlug sich diese Reise in der ""Schweizerreise vom Jahr 1797"" nieder, die von Johann Peter Eckermann 1832 herausgegeben wurde."
10112,https://hls-dhs-dss.ch/de/articles/010112/,"Duno, Taddeo",Männlich,1501–1550,1601–1650,,Taddeo,Duno,,,,,"     Ankunft der Glaubensflüchtlinge aus Locarno in Zürich im Jahr 1555. Gemälde eines unbekannten Künstlers, um 1655 (Privatsammlung; Fotografie Eduard Widmer). […] Autorin/Autor: Pablo Crivelli Übersetzung: Ruedi Graf 1523 Locarno, 1613 Zürich, kath., später ref., von Ascona. Aus alter Locarneser Adelsfam.; verheiratet. In jungen Jahren wurde er vom Mailänder Theologen Giovanni Beccaria beeinflusst, der ab 1536 Lehrer an der Lateinschule in Locarno war und unter seinen Schülern und deren Fam. die ersten reformator. Ideen verbreitete. D. studierte danach Medizin und Freie Künste in Basel (1545-47) und in Pavia (1547-48), wo er den Doktortitel erwarb. Am 5.8.1549 nahm er zusammen mit Beccaria an der Disputation von Locarno teil, worüber er in seinem ""De persequutione adversus Locarnenses"" (1602) einen Bericht verfasste. Seine religiösen Ansichten trugen ihm, während er seinen Arztberuf in Asso (Como) ausübte, eine Anzeige bei der Inquisition ein (1551): 1553 kehrte er mit seiner Fam. nach Locarno zurück. Kurz danach wurde der Fall der Reformierten von Locarno an zwei Tagsatzungen in Baden verhandelt (Juli und Nov. 1554). Der endgültige Schiedsspruch, in einem gespannten Klima und nach langwierigen und schwierigen Auseinandersetzungen gefällt, stellte die Reformierten vor die Alternative, abzuschwören oder zu emigrieren. Am 3.3.1555 verliessen D. und etwa hundert andere Locarneser die Stadt und wandten sich durch das Misox und über den San Bernardino nach Zürich. Im Mai 1555 kam D. in Zürich an und übte dort weiterhin den Arztberuf aus. Als Kenner der medizin. Theorien von Hypokrates und Galen richtete er von jetzt an seine Aufmerksamkeit auf die Naturbeobachtung und Epidemiologie. Die Ergebnisse seiner Überlegungen wurden später in ""De respiratione contra Galenum"" (1588) gesammelt. Das Werk ""Epistolae medicinales"" (1592) stellt eine erste Untersuchung über den Zusammenhang zwischen dem Wetter und dem Auftreten von Krankheiten dar. Neben einer intensiven wissenschaftl. Tätigkeit auf dem Gebiet der Medizin übersetzte er Werke der Geschichte, Theologie und Mathematik ins Lateinische."
12030,https://hls-dhs-dss.ch/de/articles/012030/,"Klopstock, Friedrich Gottlieb",Männlich,1701–1750,1801–1850,,Friedrich Gottlieb,Klopstock,1724-07-02,1803-03-14,​,1) Meta Moller ," Autorin/Autor: Rosmarie Zeller 2.7.1724 Quedlinburg (Sachsen-Anhalt), 14.3.1803 Hamburg. Sohn des Gottlieb Heinrich, Stiftsadvokaten in Quedlinburg, und der Anna Maria Schmidt. ​1) Meta Moller (1758), 2) Johanna Elisabeth Dimpfel. Theologiestud. in Jena und Leipzig. 1751-70 Aufenthalt in Kopenhagen, 1770-1803 in Hamburg. 1748 erlangte K. mit der Publikation der ersten drei Gesänge des Epos ""Der Messias"" grosse Berühmtheit; dabei förderte ihn Johann Jakob Bodmer (1698-1783), der auch Übersetzungen ins Französische und Italienische veranlasste. K.s Werk beeinflusste schweiz. Intellektuelle wie Johann Caspar Lavater, Hans Caspar Hirzel (1725-1803) und Johann Jakob Breitinger (1701-76). 1750-51 Aufenthalt in Zürich auf Einladung Bodmers. Nach einer Lustfahrt auf dem See dichtete K. die Ode ""Der Zürchersee""."
12115,https://hls-dhs-dss.ch/de/articles/012115/,"Meyer von Knonau, Johann Ludwig",Männlich,1701–1750,1751–1800,,Johann Ludwig,Meyer von Knonau,1705-07-05,1785-11-02,,," Autorin/Autor: Rüdiger Zymner 5.7.1705 Weiningen (ZH), 2.11.1785 Weiningen, ref., von Zürich. Sohn des Hans Ludwig, Landvogts zu Regensberg. Gutsbesitzer und Gerichtsherr, zudem Maler und Dichter. M. gehörte zum Kreis um Johann Jakob Bodmer und Johann Jakob Breitinger und ist insbesondere wegen seiner durch eigene Erlebnisse angeregten Fabeln ""Ein halbes Hundert neuer Fabeln"" (1744) und seiner naturgetreuen Gemälde in Erinnerung geblieben. Die dritte Auflage seiner Fabeln von 1757 hat M. selbst mit 58 Kupferstichen illustriert. Er pflegte Kontakte zu Christoph Martin Wieland und übersetzte die franz. Fabeln Beat Ludwig von Muralts ins Deutsche. Johann Gottfried Herder und Abraham Emanuel Fröhlich griffen in ihren Fabeln auf M.s Werk zurück."
12275,https://hls-dhs-dss.ch/de/articles/012275/,"Schweizer, Johann Jakob",Männlich,1751–1800,1801–1850,,Johann Jakob,Schweizer,,1843-07-29,​,"1) 1798 Anna Scheuchzer, Tochter des"," Autorin/Autor: Margrit Irniger 30.3.1771 Zürich, 29.7.1843 Trub, ref., von Zürich. Sohn des Hans Jakob, Gremplers (Kleinhändler) und Stadtwachtmeisters, und der Katharina geb. S. ​1) 1798 Anna Scheuchzer, Tochter des Johann Jakob Scheuchzer, 2) 1805 Maria Elisabetha Dollfuss, Tochter des Hans, Arztes. Nach einem Theologiestud. in Zürich war S. 1793-94 Katechet in Leimbach und Enge, 1798-1804 Pfarrer in Embrach. In der Helvetik attackierte er in Flugschriften und als Redaktor des ""neuen Helvet. Volksblatts"" die Behörden. Nachdem er im ""Entwurf eines Memorials"" (1800) das Parlament zum Rücktritt aufgefordert hatte, wurde er 1800-01 vor Gericht gestellt und in Aufsehen erregenden Prozessen zu einer zweijährigen Eingrenzung in seine Pfarrgemeinde und einer Busse verurteilt sowie mit einem Publikationsverbot belegt. U.a. im Gewand satir. Poesie (""Zeit-Gedichte"" 1802) setzte er seine antihelvet. Opposition fort. Nach der Einführung der Mediationsverfassung verlor S. den Rückhalt des Zürcher Kirchenrats. 1804 wurde er vom Kl. Rat wegen unordentl. Lebenswandels vom Pfarramt abgesetzt. Darauf zog S. nach Murten, wo er ab 1805 als Pfarrhelfer und Lateinlehrer wirkte. Ab 1809 war er Pfarrer in Nidau, ab 1821 in Guttannen und 1825-43 in Trub. Neben religiösen Vorträgen, Predigten und ""Poesien [...]"" (1843) veröffentlichte er u.a. Schriften über das Rosenlauibad (1825) und einen Reiseführer zum Faulhorn (1832)."
12087,https://hls-dhs-dss.ch/de/articles/012087/,"Maaler, Josua",Männlich,1501–1550,1551–1600,,Josua,Maaler,1529-06-25,1599-06-05,​,"1) 1551 Margaretha Ochsner (✝︎1575), 2) Magdalena Müller, Witwe des Heinrich Suter"," Autorin/Autor: Rosmarie Zeller 25.6.1529 Zürich, 5.6.1599 Glattfelden, ref., von Zürich. Sohn des aus Villingen (Schwarzwald) eingewanderten Balthasar und der Küngolt von Grafeneck. ​1) 1551 Margaretha Ochsner (✝︎1575), 2) Magdalena Müller, Witwe des Heinrich Suter. Theologiestud. in Lausanne, Studienreise über Paris nach England (Oxford, Canterbury, London). Ab 1552 Pfarrer in versch. Ostschweizer Gem., zuletzt in Glattfelden. Als Pfarrer in Winterthur reformierte M. die Schulen, v.a. die Mädchenschule. Auf Anregung Konrad Gessners verfasste M. das erste dt. Wörterbuch: ""Die Teütsch spraach"", indem er die dt. Wörter mit lat. Ausdrücken erklärte. Dabei stützte sich M. auf das lat.-dt. Wörterbuch von Johannes Fries. 1561 erschien das Werk in der Offizin seines Stiefbruders Christoph Froschauer der Jüngere."
12104,https://hls-dhs-dss.ch/de/articles/012104/,"Meister, Jakob Heinrich",Männlich,1701–1750,1801–1850,,Jakob Heinrich,Meister,1744-08-06,1826-11-10,1806,"Ursula Schulthess, Witwe des Johannes Bürkli"," Autorin/Autor: Karin Marti-Weissenbach 6.8.1744 Bückeburg (Schaumburg-Lippe),10.11.1826 Zürich, ref., von Zürich. Sohn des Johann Heinrich, Pfarrers, und einer Hugenottin. 1806 Ursula Schulthess, Witwe des Johannes Bürkli. 1763 Ordination in Zürich. 1764 in Genf Bekanntschaft mit Voltaire. 1769 Aberkennung der geistl. Würde (Deismusvorwurf) wegen seiner Schrift ""De l'origine des principes religieux"" (1768). 1769-92 in Paris, Kontakt mit den Enzyklopädisten, ab 1773 Redaktor der ""Correspondance littéraire, philosophique et critique"". 1792 Flucht nach England. 1794 Rückkehr nach Zürich, dort bis 1813 Weiterführung der ""Correspondance littéraire"". Ab 1798 Einsatz für die Interessen der Schweiz bei einflussreichen Freunden in Paris. 1803 Ernennung zum Präs. der Regierungskomm. für die Einführung der Mediationsakte im Kt. Zürich durch Napoleon Bonaparte. 1803-26 Zürcher Grossrat. Unter dem Namen Jacques-Henri M. schrieb M. ausschliesslich französisch, u.a. Reiseberichte, Erzählungen, Lyrik, Essays, Übersetzungen (z.B. Salomon Gessners ""Idyllen"" 1777)."
12167,https://hls-dhs-dss.ch/de/articles/012167/,"Müller, Christoph Heinrich",Männlich,1701–1750,1801–1850,,Christoph Heinrich,Müller,1740-02-10,1807-02-22,,," Autorin/Autor: Rosmarie Zeller 10.2.1740 Zürich, 22.2.1807 Zürich, ref., von Zürich. Sohn des Johannes, Stadttrompeters, und der Katharina Hess. Stud. der Theologie, ab 1763 Hauslehrer, 1766 Ordination. 1766 Flucht ins Ausland im Zusammenhang mit seiner polit. Schrift ""Bauerngespräch"" zu den Genfer Unruhen. 1767-88 Gymnasiallehrer in Berlin. 1772 Aufhebung der Verbannung, ab 1788 wieder in Zürich. M. war v.a. wegen seiner vollständigen Ausgaben ma. Romane und Gedichte bedeutend, die sein Lehrer Johann Jakob Bodmer (1698-1783) entdeckt hatte. So publizierte er 1782 zum ersten Mal das Nibelungenlied, daneben auch literarische Werke wie 1785 den ""Dorfpfarrer""."
12093,https://hls-dhs-dss.ch/de/articles/012093/,"Manuel, Hans Rudolf",Männlich,1501–1550,1551–1600,,Hans Rudolf,Manuel,1525-07-03,1571-04-23,1558,Katharina Wysshan ," Autorin/Autor: Frank Hieronymus 3.7.1525 Erlach, 23.4.1571 wohl Bern, ref., von Bern. Sohn des Niklaus (->). Bruder von Hieronymus (->) und Niklaus (->). 1558 Katharina Wysshan (1561), Tochter des Kaspar, Landvogts und Kleinrats, 2) Ursula Stürler, Tochter des Peter Stürler. Lehre in Basel als Maler und Glasmaler wohl bei Maximilian Wysshack, ca. 1543-60 in Zürich ansässig, ab 1560 in Bern. Mitglied des Berner Gr. Rats, 1562-68 Landvogt in Morges. M. arbeitete v.a. als Illustrator bedeutender Druckwerke. So schuf er die Kaiserbildnisse für Rudolf Wyssenbachs Einblattdrucke (Zürich 1543, 1559 bei Andreas Gessner), ab 1547 zahlreiche, z.T. seitengrosse Illustrationen für Sebastian Münsters ""Cosmographia universalis"" (lat., dt., franz., und ital. Ausgaben 1550-1628) und 1549 Signete für Johannes Oporinus. Nach den Bergbauszenen in der ""Cosmographia"" entstanden ab 1551 267 figürl. Holzschnitte für Georg Agricolas lat., dt. und ital. erschienenes Bergbaubuch ""De re metallica"" (1556). Wohl anlässlich der 1551 belegten Restaurierung des Sempacher Schlachtbilds in der Gedenkkapelle schuf M. für Wyssenbach die Zeichnung für den Riesenholzschnitt der Schlacht bei Sempach (Einblattdruck von sechs Stöcken mit Text). Daneben entwarf M., der 1547 bei einem Glasmaler (Carl von Aegeri?) in Zürich arbeitete, zwischen 1543 und 1556 zahlreiche Scheibenrisse und Einzelholzschnitte. Wie sein Vater, dessen zeichner. Vorbild er nachstrebte, schrieb M. auch ein Fasnachtsspiel, das sog. Weinspiel (1548), das in Form einer Gerichtsverhandlung Schlemmerei und Trunksucht blossstellt, Spruchverse zu Holzschnitten und ein Meistersingerlied (""Hüpsch nüw Lied unnd fründtliche Warnung an eine Lobliche Eydgnoschafft ..."" 1557)."
11808,https://hls-dhs-dss.ch/de/articles/011808/,"Füssli, Johann Heinrich",Männlich,1701–1750,1801–1850,,Johann Heinrich,Füssli,1745-12-03,1832-12-26,​,"1) 1765 Maria Barbara Schulthess, Tochter des Heinrich, Kaufmanns, 2) 1786 Susanna Maria Magdalena Mayr, Tochter des Johann Anton, Arztes","     Kupferstich nach einer 1823 entstandenen Zeichnung von Jakob Lips (Schweizerische Nationalbibliothek). Autorin/Autor: Markus Bürgi 3.12.1745 Zürich, 26.12.1832 Zürich, ref., von Zürich. Sohn des Rudolf (->). ​1) 1765 Maria Barbara Schulthess, Tochter des Heinrich, Kaufmanns, 2) 1786 Susanna Maria Magdalena Mayr, Tochter des Johann Anton, Arztes. Der auch Obmann genannte F. war Schüler von Johann Jakob Bodmer, Johann Jakob Breitinger und Johann Jakob Steinbrüchel; ein Studienaufenthalt in Genf (1762-63) vertiefte den Einfluss Jean-Jacques Rousseaus, den er in Môtiers besuchte. 1763 führte eine Reise nach Rom zur Bekanntschaft mit Johann Joachim Winckelmann, der sein Verständnis der Antike prägte. F. nahm in Zürich an der sogenannten polit. Jugendbewegung (1762-68) teil; von 1765 bis zu deren Verbot 1767 war er Mitherausgeber der Zeitschrift ""Der Erinnerer"". 1765 wurde er Mitglied der Helvet. Gesellschaft (1773-81 Sekretär, 1782 Präsident). In der Folge wirkte F. als Lehrer und Historiker, Politiker, Verleger, Literat und Redaktor. In seinen polit. Anschauungen wurde er gemässigt patriotisch. 1775-85 war F. als Nachfolger Bodmers Prof. für vaterländ. Geschichte am Carolinum. Als Historiker arbeitete F. schon früh mit Quellen, u.a. in der Untersuchung über Hans Waldmann (1780). Er stellte Johannes von Müller seine Sammlung für dessen ""Schweizergeschichte"" zur Verfügung.F. stieg in die höchsten polit. Ämter auf: 1777 sass er im Gr. Rat von Zürich, 1785 im Kl. Rat, 1785-90 war er Obervogt von Erlenbach, 1790-96 von Horgen, 1793 Geheimer Rat, 1795 Obmann gemeiner Klöster. Im Stäfnerhandel (1794-95) nahm er eine vermittelnde Haltung ein. Während der Helvetik zählte F. zu den Unitariern: 1800-01 war er Mitglied und Präs. des gesetzgebenden Rats, 1802 Senator, Kl. Rat (Dep. des Innern) und zweiter Landesstatthalter (April 1802). Das Ende der Helvetik beendete F.s polit. Laufbahn; in Zürich, wo man ihm das Bombardement von Zürich (1802) vorwarf, konnte er jedoch das Grossratsmandat (1803-29) behalten. Ab 1770 war F. Mitbesitzer des Verlags Orell, Gessner, Füssli & Co., den er mit seinen Kenntnissen und seinem Beziehungsnetz zu einem führenden, der Aufklärung verpflichteten und die Volksaufklärung miteinbeziehenden deutschsprachigen Verlag machte. Hier gab er mehrere Almanache wie das ""Schweitzerische Museum"" (1783-90) und das ""Neue Schweitzerische Museum"" (1793-96) heraus und hier veröffentlichte er seine Reden und Schriften. Ab 1803 war F. Hauptinhaber der Firma Orell Füssli & Co. 1806-20 veröffentlichte er eine erweiterte Fassung des von seinem Vater herausgegebenen ""Allg. Künstlerlexikons"". 1803-21 war er als Redaktor der ""Zürcher Zeitung"" (ab 1821 NZZ) tätig."
12023,https://hls-dhs-dss.ch/de/articles/012023/,"Kaufmann, Christoph",Männlich,1751–1800,1801–1850,,Christoph,Kaufmann,1753-08-14,1795-03-21,1778,Elise (Lisette) Ziegler," Autorin/Autor: Hans-Georg von Arburg 14.8.1753 Winterthur, 21.3.1795 Berthelsdorf bei Herrnhut (Oberlausitz), ref., von Oberwinterthur (heute Gem. Winterthur). Sohn des Christoph Adrian, Gerbermeisters, Spitalschreibers, Winterthurer Grossrats und Statthalters. 1778 Elise (Lisette) Ziegler. Nach rudimentärer Schulbildung 1767 Apothekerlehre in Bern. Ab 1774 als Apothekergehilfe in Strassburg, wo der von Jean-Jacques Rousseau begeisterte K. den reformpädagog. Strassburger Bruderbund gründete. 1775 Rückkehr in die Schweiz; er stand in Verbindung mit Isaak Iselin, Johann Kaspar Lavater und Johann Georg Schlosser in Emmendingen (Breisgau). 1776-77 Reise durch Deutschland. K. verkündigte die von Rousseau inspirierten Ideale des einfachen Lebens. Mit seinem unkonventionellen Aufzug machte er an Fürstenhöfen und bei führenden Intellektuellen (u.a. Johann Wolfgang von Goethe, Christoph Martin Wieland, Johann Gottfried Herder und Johann Georg Hamann) Furore. Um als einfacher Bauer zu leben, zog sich K. 1777 auf das Schloss Hegi, später nach Glarisegg zurück. 1781 studierte er in Breslau mehrere Monate Medizin (ohne Abschluss). Ab 1782 betätigte er sich als dilettierender Arzt in Gem. der Herrnhuter. K. wirkte nicht durch Schriften, sondern durch sein Auftreten als ""Genieapostel""; er verkörperte die Ideale der jungen Generation, für die er selbst den Leitbegriff ""Sturm und Drang"" prägte (als Vorschlag für den Titel eines Dramas von Friedrich Maximilian Klinger)."
12099,https://hls-dhs-dss.ch/de/articles/012099/,"Maurer, Hans Rudolf",Männlich,1751–1800,1801–1850,,Hans Rudolf,Maurer,,,1783,"Anna Maria Waser, Tochter des Hans Jakob, Diakons und Pfarrers zu Winterthur"," Autorin/Autor: Katja Hürlimann 1752 Zürich, 1805 Hottingen (heute Gem. Zürich), ref., von Zürich. Sohn des Hans Jakob und der Anna Barbara Ochsner. 1783 Anna Maria Waser, Tochter des Hans Jakob, Diakons und Pfarrers zu Winterthur. M. unternahm nach Abschluss des Stud. 1773 längere Reisen. 1778-92 unterrichtete er am Carolinum, 1792-1803 war er Pfarrer in Affoltern am Albis, 1798-99 auch Schulinspektor. M. publizierte Reiseberichte (""Beschreibung des Habsburgerbades"" 1787, ""Kleine Reisen im Schweizerland"" 1794) und schrieb hist. Beiträge (""Kurze Geschichte der Schweiz"" 1779, ""Aufnahme von den Galeeren befreiter ungar. Prädikanten in Zürich"" 1785, ""Der warme Hirsbrey"" 1792)."
12105,https://hls-dhs-dss.ch/de/articles/012105/,"Meister, Leonhard",Männlich,1701–1750,1801–1850,,Leonhard,Meister,1741-12-02,1811-10-23,1779,"Anna Maria Steffan, Tochter des Hans Jakob, Kaufmanns"," Autorin/Autor: Karin Marti-Weissenbach 2.12.1741 Neftenbach, 23.10.1811 Kappel am Albis, ref., von Zürich. Sohn des Johannes, Pfarrers, und der Anna Künzlin. 1779 Anna Maria Steffan, Tochter des Hans Jakob, Kaufmanns. Theologiestud. in Zürich. 1764 Ordination. 1767-69 Hauslehrer beim späteren Landammann Jakob Zellweger in Trogen. 1773-91 Prof. für Geografie und Geschichte an der Kunstschule in Zürich. 1777 wegen öffentl. Engagements für die Demokratie in Ungnade gefallen. 1791-99 Pfarrer zu St. Jakob an der Sihl. 1799 Redaktionssekr. des Helvet. Direktoriums in Luzern, dann in Bern. 1800-07 Pfarrer in Langnau am Albis, 1808-11 in Kappel. Anerkennung in Deutschland durch die Publikation seiner ""Sammlung Romant. Briefe"" 1768. Veröffentlichung von populärphilosoph. und hist. Werken, insbesondere auch für Frauen (""Monatschrift für Helveziens Töchter"" 1793, ""Der Philosoph für den Spiegeltisch"" 1796). Bedeutung erlangte M. durch internat. Kontakte und als Vermittler aufklärer. Gedanken."
12175,https://hls-dhs-dss.ch/de/articles/012175/,"Murer, Christoph",Männlich,1551–1600,1601–1650,,Christoph,Murer,,1614-03-27,1586,Margareth Schmid," Autorin/Autor: Matthias Oberli Februar 1558 Zürich, 27.3.1614 Winterthur, ref., von Zürich. Sohn des Jos (->). Bruder des Josias (->). 1586 Margareth Schmid. Lehre als Glasmaler und Kartograf bei seinem Vater in Zürich, mit dem er 1579 einen Standesscheibenzyklus für das Kloster Wettingen schuf. Danach lebte M. in Basel, stellte Glasgemälde für Leonhard Thurneysser her und gab 1580 die grossen Radierungen ""Woher der Eydgenoss'n Ursprung sey"" und ""Vermanung an ein Lobliche Eydgnoschafft zuor Einigkeit"" heraus. Bis 1582 arbeitete er im Auftrag von Wilhelm Tuggener an der Schweizerkarte ""Helvetia cum Confederatis"". 1583-86 hielt sich M. in Strassburg auf, arbeitete in der Werkstatt von Tobias Stimmer und als Fassadenmaler. Dann eröffnete er in Zürich eine eigene Glasmalereiwerkstatt, die er mit seinem Bruder Josias leitete. Es folgten Aufträge von Zünften, Korporationen, Privaten und Regierungen (z.B. Luzern, Nürnberg, Speyer, St. Gallen) für Glasscheiben mit herald., mytholog., christl. oder allegor. Inhalt. M. betätigte sich auch als Porträtist und Hinterglasmaler. Er illustrierte Georg Gruppenbachs Bibel und steuerte Holzschnittvorlagen für Sebastian Münsters ""Cosmographia""-Ausgabe von 1598 bei. Bis kurz vor seinem Tod schrieb M. an seinem mit Fabeln angereicherten Drama über die Christenverfolgung ""Ecclesia Edessanea [...]"", das jedoch von der Zensur verboten wurde. Seine Illustrationen zum Drama wurden von Heinrich Rordorf mit neuen Versen versehen und 1622 unter dem Titel ""XL. Emblemata miscella nova"" publiziert. M.s eloquente und damals neuartige Bildschöpfungen zu allegor.-emblemat. und nationalhist. Themen hatten grossen Einfluss auf die schweiz. Kunst des 17. Jh. Sie prägten Grafik und (Glas-)Malerei und dienten als ikonograf. Vorlagen für Silberarbeiten oder Ofenkacheln. Ab 1586 Mitglied der Saffranzunft, 1611-14 Amtmann in Winterthur."
